"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
95,0,0,0,0,0,0,0,20260523,20261212
96,0,0,0,0,0,0,0,20260523,20261212
97,1,1,1,1,1,1,1,20260523,20261212
98,0,0,0,0,0,0,0,20260523,20261212
99,0,0,0,0,0,1,0,20260523,20261212
100,1,1,1,1,1,0,0,20260523,20261212
101,0,0,0,0,0,0,0,20260523,20261212
102,0,0,0,0,0,0,0,20260523,20261212
103,0,0,0,0,0,0,0,20260523,20261212
104,0,0,0,0,0,0,0,20260523,20261212
105,0,0,0,0,0,0,0,20260523,20261212
106,0,0,0,0,0,0,0,20260523,20261212
107,0,0,0,0,0,0,0,20260523,20261212
108,0,0,0,0,0,0,0,20260523,20261212
109,0,0,0,0,0,0,0,20260523,20261212
110,1,1,1,1,1,1,0,20260523,20261212
111,0,0,0,0,0,0,0,20260523,20261212
112,0,0,0,0,0,0,0,20260523,20261212
113,0,0,0,0,0,0,0,20260523,20261212
114,1,1,1,1,1,1,0,20260523,20261212
115,0,0,0,0,0,0,0,20260523,20261212
116,0,0,0,0,0,0,1,20260523,20261212
117,0,0,0,0,0,0,0,20260523,20261212
118,0,0,0,0,0,0,0,20260523,20261212
119,1,1,1,1,1,0,0,20260523,20261212
120,0,0,0,0,0,0,0,20260523,20261212
121,0,0,0,0,0,0,0,20260523,20261212
122,0,0,0,0,0,0,0,20260523,20261212
123,0,0,0,0,0,0,0,20260523,20261212
124,1,1,1,1,1,0,0,20260523,20261212
125,0,0,0,0,0,0,0,20260523,20261212
126,0,0,0,0,0,1,1,20260523,20261212
127,1,1,1,1,1,1,0,20260523,20261212
128,1,1,1,1,1,1,0,20260523,20261212
129,0,0,0,0,0,0,0,20260523,20261212
130,0,0,0,0,0,1,0,20260523,20261212
131,0,0,0,0,0,0,0,20260523,20261212
132,0,0,0,0,0,1,0,20260523,20261212
133,0,0,0,0,0,0,1,20260523,20261212
134,1,1,1,1,1,1,0,20260523,20261212
135,1,1,1,1,1,1,0,20260523,20261212
136,1,1,1,1,1,0,0,20260523,20261212
137,1,1,1,1,1,1,0,20260523,20261212
138,0,0,0,0,0,0,0,20260523,20261212
139,0,0,0,0,0,0,0,20260523,20261212
140,0,0,0,0,0,0,0,20260523,20261212
141,1,1,1,1,1,0,1,20260523,20261212
142,0,0,0,0,0,0,0,20260523,20261212
143,0,0,0,0,0,0,0,20260523,20261212
144,0,0,0,0,0,0,0,20260523,20261212
145,1,1,1,1,1,0,0,20260523,20261212
146,0,0,0,0,0,0,0,20260523,20261212
147,0,0,0,0,0,1,0,20260523,20261212
148,0,0,0,0,0,1,1,20260523,20261212
149,1,1,1,1,1,1,1,20260523,20261212
150,0,0,0,0,0,1,0,20260523,20261212
151,0,0,0,0,0,1,0,20260523,20261212
152,0,0,0,0,0,1,0,20260523,20261212
153,0,0,0,0,0,0,0,20260523,20261212
154,0,0,0,0,0,1,0,20260523,20261212
155,1,1,1,1,1,1,0,20260523,20261212
156,1,1,1,1,1,1,1,20260523,20261212
157,0,0,0,0,0,0,0,20260523,20261212
158,0,0,0,0,1,0,0,20260523,20261212
159,1,1,1,1,0,0,0,20260523,20261212
160,0,0,0,0,0,1,0,20260523,20261212
161,0,0,0,0,0,1,0,20260523,20261212
162,0,0,0,0,0,0,0,20260523,20261212
163,0,0,0,0,0,1,0,20260523,20261212
164,0,0,0,0,0,0,0,20260523,20261212
165,0,0,0,0,0,0,0,20260523,20261212
166,0,0,0,0,0,0,0,20260523,20261212
167,0,0,0,0,0,0,0,20260523,20261212
168,0,0,0,0,0,0,0,20260523,20261212
169,1,1,1,1,1,1,0,20260523,20261212
170,0,0,0,0,0,0,1,20260523,20261212
171,0,0,0,0,0,1,1,20260523,20261212
172,0,0,0,0,0,0,0,20260523,20261212
173,0,0,0,0,0,0,0,20260523,20261212
174,0,0,0,0,0,0,0,20260523,20261212
175,0,0,0,0,0,0,0,20260523,20261212
176,0,0,0,0,0,0,0,20260523,20261212
177,0,0,0,0,0,0,0,20260523,20261212
178,1,1,1,1,1,1,0,20260523,20261212
179,0,0,0,0,0,1,1,20260523,20261212
180,0,0,0,0,0,1,1,20260523,20261212
181,0,0,0,0,0,0,0,20260523,20261212
182,1,1,1,1,1,0,1,20260523,20261212
183,0,0,0,0,0,0,0,20260523,20261212
184,0,0,0,0,0,0,0,20260523,20261212
185,0,0,0,0,0,0,0,20260523,20261212
186,1,1,1,1,1,0,0,20260523,20261212
187,0,0,0,0,0,0,0,20260523,20261212
188,0,0,0,0,0,0,0,20260523,20261212
189,0,0,0,0,0,0,0,20260523,20261212
190,0,0,0,0,0,0,0,20260523,20261212
191,1,1,1,1,1,0,0,20260523,20261212
192,0,0,0,0,0,1,0,20260523,20261212
193,0,0,0,0,0,0,1,20260523,20261212
194,1,1,1,1,1,0,0,20260523,20261212
195,0,0,0,0,0,1,0,20260523,20261212
196,0,0,0,0,0,1,1,20260523,20261212
197,1,1,1,1,1,1,0,20260523,20261212
198,1,1,1,1,1,1,0,20260523,20261212
199,0,0,0,0,0,0,0,20260523,20261212
200,0,0,0,0,0,1,1,20260523,20261212
201,0,0,0,0,0,1,0,20260523,20261212
202,0,0,0,0,0,0,1,20260523,20261212
203,0,0,0,0,0,0,1,20260523,20261212
204,0,0,0,0,0,1,1,20260523,20261212
205,0,0,0,0,0,0,0,20260523,20261212
206,0,0,0,0,0,0,0,20260523,20261212
207,0,0,0,0,0,0,0,20260523,20261212
208,0,0,0,0,0,0,0,20260523,20261212
209,1,1,1,1,1,0,0,20260523,20261212
210,0,0,0,0,0,0,0,20260523,20261212
211,0,0,1,1,0,0,0,20260523,20261212
212,1,1,1,1,1,0,0,20260523,20261212
213,1,1,1,1,0,0,0,20260523,20261212
214,1,1,1,1,1,0,0,20260523,20261212
215,1,1,1,1,0,0,0,20260523,20261212
216,0,0,1,1,0,0,0,20260523,20261212
217,1,0,1,1,0,0,0,20260523,20261212
218,0,1,1,1,0,0,0,20260523,20261212
219,0,0,0,0,0,0,0,20260523,20261212
220,0,1,1,1,0,0,0,20260523,20261212
221,0,0,0,0,1,0,0,20260523,20261212
222,0,0,0,0,1,0,0,20260523,20261212
223,0,0,0,0,0,0,1,20260523,20261212
224,1,0,1,1,0,0,0,20260523,20261212
225,1,0,0,0,0,0,0,20260523,20261212
226,1,1,1,1,1,0,0,20260523,20261212
227,1,1,0,1,0,0,0,20260523,20261212
228,0,0,1,0,1,0,0,20260523,20261212
229,0,1,1,0,0,0,0,20260523,20261212
230,0,0,0,0,0,0,0,20260523,20261212
231,0,0,0,0,0,0,0,20260523,20261212
232,0,0,0,0,0,0,0,20260523,20261212
233,0,0,0,0,0,0,0,20260523,20261212
234,0,0,0,0,0,0,0,20260523,20261212
235,0,0,0,0,0,0,0,20260523,20261212
236,0,0,0,0,0,0,0,20260523,20261212
237,0,0,0,0,0,0,0,20260523,20261212
238,0,0,0,0,0,0,0,20260523,20261212
239,0,0,0,0,0,0,0,20260523,20261212
240,0,0,0,0,0,0,0,20260523,20261212
241,0,0,0,0,0,0,0,20260523,20261212
242,0,0,0,0,0,0,0,20260523,20261212
243,0,0,0,0,0,0,0,20260523,20261212
244,0,0,0,0,0,0,0,20260523,20261212
245,0,0,0,0,0,0,0,20260523,20261212
246,0,0,0,0,0,0,0,20260523,20261212
247,0,0,0,0,0,0,0,20260523,20261212
248,0,0,0,0,0,0,0,20260523,20261212
249,0,0,0,0,0,0,0,20260523,20261212
250,0,0,0,0,0,0,0,20260523,20261212
251,0,0,0,0,0,0,0,20260523,20261212
252,0,0,0,0,0,0,0,20260523,20261212
253,0,0,0,0,0,0,0,20260523,20261212
254,0,0,0,0,0,0,0,20260523,20261212
255,0,0,0,0,0,0,0,20260523,20261212
256,0,0,0,0,0,0,0,20260523,20261212
257,0,0,0,0,0,0,0,20260523,20261212
258,0,0,0,0,0,0,0,20260523,20261212
259,0,0,0,0,0,0,0,20260523,20261212
260,0,0,0,0,0,0,0,20260523,20261212
261,0,0,0,0,0,0,0,20260523,20261212
262,0,0,0,0,0,0,0,20260523,20261212
263,0,0,0,0,0,0,0,20260523,20261212
264,0,0,0,0,0,0,0,20260523,20261212
265,0,0,0,0,0,0,0,20260523,20261212
266,0,0,0,0,0,0,0,20260523,20261212
267,0,0,0,0,0,0,0,20260523,20261212
268,0,0,0,0,0,0,0,20260523,20261212
269,0,0,0,0,0,0,0,20260523,20261212
270,0,1,0,1,0,0,0,20260523,20261212
271,1,0,1,0,0,0,0,20260523,20261212
272,1,1,1,1,0,0,0,20260523,20261212
273,0,1,0,0,0,0,0,20260523,20261212
274,0,0,0,0,0,1,0,20260523,20261212
275,0,0,0,0,0,0,0,20260523,20261212
276,0,0,0,0,0,0,0,20260523,20261212
277,0,0,0,0,0,0,0,20260523,20261212
278,0,0,0,0,0,0,0,20260523,20261212
279,0,0,0,0,0,0,1,20260523,20261212
280,0,0,0,0,0,0,0,20260523,20261212
281,0,0,0,0,0,0,0,20260523,20261212
282,0,0,0,0,0,0,0,20260523,20261212
283,0,0,0,0,0,0,0,20260523,20261212
284,1,1,1,1,1,0,0,20260523,20261212
285,0,0,0,0,0,1,0,20260523,20261212
286,1,1,1,1,0,0,0,20260523,20261212
287,1,1,1,1,1,0,0,20260523,20261212
288,0,0,0,0,0,0,1,20260523,20261212
289,1,1,1,1,1,0,0,20260523,20261212
290,1,1,1,1,0,0,0,20260523,20261212
291,0,0,0,0,1,0,0,20260523,20261212
292,1,1,1,1,0,0,0,20260523,20261212
293,0,0,0,0,0,0,0,20260523,20261212
294,0,0,0,0,0,0,0,20260523,20261212
295,1,1,1,1,1,0,0,20260523,20261212
296,0,1,0,0,1,0,0,20260523,20261212
297,0,1,0,0,0,0,0,20260523,20261212
298,0,0,0,0,0,0,0,20260523,20261212
299,0,0,0,0,0,1,0,20260523,20261212
300,0,0,0,0,0,0,1,20260523,20261212
301,1,0,1,0,1,0,0,20260523,20261212
302,0,0,0,0,0,0,0,20260523,20261212
303,0,0,0,0,0,0,0,20260523,20261212
304,0,0,0,0,0,0,0,20260523,20261212
305,0,0,0,0,0,0,0,20260523,20261212
306,1,1,1,1,1,1,0,20260523,20261212
307,1,1,1,1,1,0,1,20260523,20261212
308,0,0,0,0,0,0,0,20260523,20261212
309,0,0,0,0,0,0,0,20260523,20261212
310,0,0,0,0,0,0,0,20260523,20261212
311,0,0,0,0,0,0,0,20260523,20261212
312,1,1,1,1,1,0,0,20260523,20261212
313,1,0,0,1,1,0,0,20260523,20261212
314,0,0,0,0,0,0,0,20260523,20261212
315,1,1,1,1,1,0,0,20260523,20261212
316,1,1,1,1,1,1,0,20260523,20261212
317,0,0,0,0,0,1,0,20260523,20261212
318,0,0,0,0,0,0,1,20260523,20261212
319,1,1,1,1,1,0,0,20260523,20261212
320,0,0,0,0,0,0,0,20260523,20261212
321,0,0,0,0,0,0,0,20260523,20261212
322,0,0,0,0,0,0,0,20260523,20261212
323,0,0,0,0,0,0,0,20260523,20261212
324,0,0,0,0,0,1,1,20260523,20261212
325,0,0,0,0,0,0,0,20260523,20261212
326,0,0,0,0,0,1,1,20260523,20261212
327,0,0,0,0,0,1,0,20260523,20261212
328,0,1,1,0,0,0,0,20260523,20261212
329,1,1,1,1,1,1,1,20260523,20261212
330,0,0,1,0,0,0,0,20260523,20261212
331,1,1,1,1,1,0,0,20260523,20261212
332,0,0,0,0,0,0,0,20260523,20261212
333,0,0,0,0,0,0,0,20260523,20261212
334,0,0,0,0,0,0,0,20260523,20261212
335,1,0,1,0,1,0,0,20260523,20261212
336,0,0,0,0,0,0,0,20260523,20261212
337,0,0,0,0,0,0,0,20260523,20261212
338,0,0,0,0,1,1,0,20260523,20261212
339,0,0,0,0,0,0,0,20260523,20261212
340,0,0,0,0,1,1,0,20260523,20261212
341,1,1,1,1,1,0,0,20260523,20261212
342,0,0,0,0,0,1,0,20260523,20261212
343,0,0,0,0,0,0,0,20260523,20261212
344,0,0,0,0,0,0,0,20260523,20261212
345,0,0,0,0,0,0,0,20260523,20261212
346,0,0,0,0,0,0,0,20260523,20261212
347,1,1,1,1,1,0,0,20260523,20261212
348,0,0,0,0,0,1,0,20260523,20261212
349,0,0,0,0,0,0,1,20260523,20261212
350,0,0,0,0,0,0,0,20260523,20261212
351,0,0,0,0,0,0,0,20260523,20261212
352,0,0,0,0,0,0,0,20260523,20261212
353,0,0,0,0,0,0,0,20260523,20261212
354,0,0,0,0,0,0,0,20260523,20261212
355,0,0,0,0,0,0,0,20260523,20261212
356,0,0,0,0,0,0,0,20260523,20261212
357,0,0,0,0,0,0,0,20260523,20261212
358,1,1,1,1,1,0,1,20260523,20261212
359,1,1,1,1,1,1,1,20260523,20261212
360,1,1,1,1,1,1,0,20260523,20261212
361,1,1,1,1,1,0,0,20260523,20261212
362,0,0,0,0,0,0,0,20260523,20261212
363,0,0,0,0,0,0,0,20260523,20261212
364,0,0,0,0,0,0,1,20260523,20261212
365,0,0,0,0,0,0,0,20260523,20261212
366,1,1,1,1,1,1,0,20260523,20261212
367,0,0,0,0,0,1,0,20260523,20261212
368,1,1,1,1,0,0,1,20260523,20261212
369,1,1,1,1,1,0,0,20260523,20261212
370,0,0,0,0,0,0,0,20260523,20261212
371,1,1,1,1,1,0,0,20260523,20261212
372,0,0,0,0,0,1,0,20260523,20261212
373,0,0,0,0,1,0,0,20260523,20261212
374,1,1,1,1,1,0,1,20260523,20261212
375,0,0,0,0,0,1,0,20260523,20261212
376,0,0,0,0,0,0,1,20260523,20261212
377,1,1,1,1,1,0,0,20260523,20261212
378,0,0,0,0,0,1,1,20260523,20261212
379,1,1,1,1,1,1,1,20260523,20261212
380,0,0,0,0,1,1,0,20260523,20261212
381,0,0,0,0,0,0,0,20260523,20261212
382,0,0,0,0,0,0,0,20260523,20261212
383,0,0,0,0,0,0,0,20260523,20261212
384,0,0,0,0,0,0,0,20260523,20261212
385,0,0,0,0,0,0,0,20260523,20261212
386,0,0,0,0,0,0,0,20260523,20261212
387,0,0,0,0,0,0,0,20260523,20261212
388,0,0,0,0,0,1,1,20260523,20261212
389,1,1,1,1,1,0,1,20260523,20261212
390,0,0,0,0,0,1,0,20260523,20261212
391,0,0,0,0,1,0,0,20260523,20261212
392,0,0,0,0,0,1,1,20260523,20261212
393,0,0,0,0,0,0,0,20260523,20261212
394,1,1,1,1,1,0,0,20260523,20261212
395,0,0,0,0,0,0,1,20260523,20261212
396,0,0,0,0,0,1,0,20260523,20261212
397,1,1,1,1,1,1,0,20260523,20261212
398,0,0,0,0,0,0,0,20260523,20261212
399,0,0,0,0,0,0,0,20260523,20261212
400,0,0,0,0,0,0,0,20260523,20261212
401,1,1,1,1,1,0,1,20260523,20261212
402,1,1,1,1,0,0,1,20260523,20261212
403,0,0,0,0,0,1,1,20260523,20261212
404,1,1,1,1,1,0,0,20260523,20261212
405,1,1,1,1,1,0,1,20260523,20261212
406,0,0,0,0,0,1,0,20260523,20261212
407,0,0,0,0,0,1,1,20260523,20261212
408,0,0,0,0,0,0,1,20260523,20261212
409,0,0,0,0,0,0,0,20260523,20261212
410,0,0,0,0,0,0,1,20260523,20261212
411,1,1,1,1,1,0,0,20260523,20261212
412,1,1,1,1,1,1,0,20260523,20261212
413,0,0,0,0,0,0,0,20260523,20261212
414,0,0,0,0,0,0,0,20260523,20261212
415,0,0,0,0,0,0,0,20260523,20261212
416,0,0,0,0,0,0,0,20260523,20261212
417,1,1,1,0,0,0,0,20260523,20261212
418,0,0,1,1,0,0,0,20260523,20261212
419,1,1,1,0,1,0,0,20260523,20261212
420,0,0,0,1,0,0,0,20260523,20261212
421,0,1,1,1,0,0,0,20260523,20261212
422,1,1,1,1,1,0,0,20260523,20261212
423,1,1,0,1,0,0,0,20260523,20261212
424,0,0,0,0,0,1,0,20260523,20261212
425,0,0,0,0,0,0,0,20260523,20261212
426,0,0,0,0,1,1,0,20260523,20261212
427,0,1,0,0,1,0,0,20260523,20261212
428,1,0,1,1,0,0,0,20260523,20261212
429,1,1,1,1,1,1,0,20260523,20261212
430,0,0,0,0,0,1,1,20260523,20261212
431,1,1,1,1,1,0,0,20260523,20261212
432,0,0,0,0,0,0,0,20260523,20261212
433,0,0,0,0,0,1,0,20260523,20261212
434,0,0,0,0,0,0,0,20260523,20261212
435,0,0,0,0,0,0,0,20260523,20261212
436,0,0,0,0,0,0,0,20260523,20261212
437,1,1,1,1,1,0,0,20260523,20261212
438,0,0,0,0,0,0,0,20260523,20261212
439,0,0,0,0,0,0,1,20260523,20261212
440,1,1,1,1,1,0,1,20260523,20261212
441,0,0,0,0,0,0,0,20260523,20261212
442,0,0,0,0,0,0,0,20260523,20261212
443,0,0,0,0,0,1,0,20260523,20261212
444,0,0,0,0,0,0,1,20260523,20261212
445,0,0,0,0,0,0,0,20260523,20261212
446,0,0,0,0,0,0,1,20260523,20261212
447,0,0,0,0,0,1,0,20260523,20261212
448,0,0,0,0,0,0,1,20260523,20261212
449,0,0,0,0,0,0,0,20260523,20261212
450,0,0,0,0,0,0,0,20260523,20261212
451,0,0,0,0,0,0,0,20260523,20261212
452,1,1,1,1,0,0,0,20260523,20261212
453,0,0,0,0,0,0,0,20260523,20261212
454,0,0,0,0,0,0,0,20260523,20261212
455,0,0,0,0,0,0,1,20260523,20261212
456,0,0,0,0,0,1,0,20260523,20261212
457,0,0,0,0,0,1,0,20260523,20261212
458,1,1,1,1,1,0,0,20260523,20261212
459,1,1,1,1,0,1,0,20260523,20261212
460,0,0,0,0,0,0,0,20260523,20261212
461,1,1,1,1,1,1,0,20260523,20261212
462,0,0,0,0,0,0,1,20260523,20261212
463,0,0,0,0,1,1,1,20260523,20261212
464,0,0,0,0,1,0,0,20260523,20261212
465,0,0,0,0,1,1,0,20260523,20261212
466,0,0,0,0,1,1,0,20260523,20261212
467,1,1,1,1,1,0,0,20260523,20261212
468,0,0,0,0,0,0,0,20260523,20261212
469,0,0,0,0,0,0,0,20260523,20261212
470,0,0,0,0,0,0,0,20260523,20261212
471,0,0,0,0,0,0,1,20260523,20261212
472,1,1,1,1,1,0,0,20260523,20261212
473,1,1,1,1,1,0,0,20260523,20261212
474,0,0,0,0,0,1,0,20260523,20261212
475,0,0,0,0,0,0,0,20260523,20261212
476,0,0,0,0,0,0,0,20260523,20261212
477,0,0,0,0,0,0,1,20260523,20261212
478,1,1,1,1,1,0,0,20260523,20261212
479,1,1,1,1,1,1,0,20260523,20261212
480,1,1,1,1,0,1,0,20260523,20261212
481,1,1,1,1,1,1,1,20260523,20261212
482,1,1,1,1,0,1,1,20260523,20261212
483,1,1,1,1,1,0,0,20260523,20261212
484,0,0,0,0,0,1,1,20260523,20261212
485,1,1,1,1,1,0,1,20260523,20261212
486,1,1,1,1,1,0,1,20260523,20261212
487,0,0,0,0,0,1,0,20260523,20261212
488,1,1,1,1,0,0,1,20260523,20261212
489,0,0,0,0,0,1,0,20260523,20261212
490,1,1,1,1,0,0,0,20260523,20261212
491,1,1,1,1,1,1,1,20260523,20261212
492,1,1,1,1,1,1,0,20260523,20261212
493,0,0,0,0,0,0,1,20260523,20261212
494,0,0,0,0,0,0,0,20260523,20261212
495,0,0,0,0,0,0,0,20260523,20261212
496,0,0,0,0,0,0,0,20260523,20261212
497,0,0,0,0,0,0,0,20260523,20261212
498,0,0,0,0,0,0,0,20260523,20261212
499,0,0,0,0,1,1,0,20260523,20261212
500,0,0,0,0,0,0,1,20260523,20261212
501,0,0,0,0,0,0,1,20260523,20261212
502,1,1,1,1,1,1,0,20260523,20261212
503,0,0,0,0,1,1,0,20260523,20261212
504,0,0,0,0,1,1,0,20260523,20261212
505,0,0,0,0,0,1,0,20260523,20261212
506,0,0,0,0,1,1,1,20260523,20261212
507,0,0,0,0,0,0,0,20260523,20261212
508,0,0,0,0,0,0,0,20260523,20261212
509,0,0,0,0,0,0,0,20260523,20261212
510,0,0,0,0,0,0,0,20260523,20261212
511,0,0,0,0,0,0,0,20260523,20261212
512,0,0,0,0,0,0,0,20260523,20261212
513,0,0,0,0,0,0,0,20260523,20261212
514,1,1,1,1,1,0,0,20260523,20261212
515,1,1,1,1,1,1,1,20260523,20261212
516,1,1,1,1,1,1,0,20260523,20261212
517,1,1,1,1,0,0,0,20260523,20261212
518,0,0,0,0,1,0,0,20260523,20261212
519,0,0,0,0,0,1,1,20260523,20261212
520,0,0,0,0,0,0,0,20260523,20261212
521,0,0,0,0,0,0,0,20260523,20261212
522,0,0,0,0,0,0,0,20260523,20261212
523,0,0,0,0,0,0,0,20260523,20261212
524,0,0,0,0,0,0,1,20260523,20261212
525,0,0,0,0,0,1,1,20260523,20261212
526,0,0,0,0,0,0,0,20260523,20261212
527,1,1,1,1,0,0,1,20260523,20261212
528,0,0,0,0,0,0,0,20260523,20261212
529,0,0,0,0,0,0,0,20260523,20261212
530,0,0,0,0,0,0,0,20260523,20261212
531,0,0,0,0,0,0,0,20260523,20261212
532,1,1,1,1,0,0,0,20260523,20261212
533,0,0,0,0,1,1,0,20260523,20261212
534,0,0,0,0,1,0,0,20260523,20261212
535,0,0,0,0,1,0,1,20260523,20261212
536,0,0,0,0,1,0,1,20260523,20261212
537,0,0,0,0,1,1,1,20260523,20261212
538,1,1,1,1,0,1,1,20260523,20261212
539,1,1,1,1,0,0,1,20260523,20261212
540,1,1,1,1,0,0,0,20260523,20261212
541,1,1,1,1,1,1,1,20260523,20261212
542,0,0,0,0,0,0,0,20260523,20261212
543,1,1,1,1,1,0,0,20260523,20261212
544,1,1,1,1,1,0,1,20260523,20261212
545,0,0,0,0,0,0,1,20260523,20261212
546,1,1,1,1,0,0,1,20260523,20261212
547,0,0,0,0,0,0,1,20260523,20261212
548,1,1,1,1,0,0,1,20260523,20261212
549,1,1,1,1,0,0,1,20260523,20261212
550,1,1,1,1,1,0,0,20260523,20261212
551,0,0,0,0,1,1,0,20260523,20261212
552,0,0,0,0,1,0,0,20260523,20261212
553,1,1,1,1,0,1,0,20260523,20261212
554,1,1,1,1,1,0,0,20260523,20261212
555,0,0,0,0,0,0,0,20260523,20261212
556,0,1,1,1,1,0,0,20260523,20261212
557,0,0,0,0,0,0,0,20260523,20261212
558,0,1,1,0,0,0,0,20260523,20261212
559,1,0,0,1,1,0,0,20260523,20261212
560,1,1,1,1,1,0,0,20260523,20261212
561,0,0,0,0,0,0,0,20260523,20261212
562,1,1,1,1,1,0,0,20260523,20261212
563,0,0,0,0,0,1,1,20260523,20261212
564,0,1,1,1,1,0,0,20260523,20261212
565,0,0,0,0,0,0,0,20260523,20261212
566,0,0,0,0,0,0,0,20260523,20261212
567,1,1,1,1,1,0,0,20260523,20261212
568,0,0,0,0,0,1,0,20260523,20261212
569,1,1,1,1,1,1,0,20260523,20261212
570,0,0,0,0,1,0,0,20260523,20261212
571,0,0,0,0,0,0,0,20260523,20261212
572,0,0,0,0,0,0,0,20260523,20261212
573,0,0,0,0,0,0,0,20260523,20261212
574,0,0,0,0,0,0,0,20260523,20261212
575,0,0,0,0,0,0,0,20260523,20261212
576,1,1,1,1,1,0,0,20260523,20261212
577,1,1,1,1,1,0,1,20260523,20261212
578,1,1,1,1,1,1,1,20260523,20261212
579,0,0,0,0,0,0,0,20260523,20261212
